EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+5.66E+00,+9.29E+00,-15.34E+00,-7.569E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+5.88E+00,+9.11E+00,-15.35E+00,-7.577E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+6.09E+00,+8.91E+00,-15.37E+00,-7.584E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.30E+00,+8.71E+00,-15.38E+00,-7.592E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+6.52E+00,+8.52E+00,-15.40E+00,-7.600E+00
2,09/2/2026,15:03:51.364,-0.14E+00,-0.05E+00,+0.05E+00,-0.05E+00,+6.71E+00,+8.33E+00,-15.41E+00,-7.607E+00
2,09/2/2026,15:03:51.364,-0.14E+00,-0.05E+00,+0.05E+00,-0.05E+00,+6.91E+00,+8.15E+00,-15.43E+00,-7.615E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+7.13E+00,+7.95E+00,-15.44E+00,-7.615E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+7.34E+00,+7.75E+00,-15.46E+00,-7.622E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+7.55E+00,+7.55E+00,-15.47E+00,-7.622E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+7.75E+00,+7.36E+00,-15.49E+00,-7.630E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+7.97E+00,+7.14E+00,-15.49E+00,-7.630E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+8.18E+00,+6.94E+00,-15.49E+00,-7.630E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+8.39E+00,+6.75E+00,-15.49E+00,-7.630E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+8.59E+00,+6.53E+00,-15.49E+00,-7.630E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+8.81E+00,+6.32E+00,-15.49E+00,-7.622E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+9.02E+00,+6.10E+00,-15.49E+00,-7.622E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+9.22E+00,+5.89E+00,-15.47E+00,-7.615E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+9.43E+00,+5.68E+00,-15.47E+00,-7.607E+00
2,09/2/2026,15:03:51.364,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+9.64E+00,+5.45E+00,-15.46E+00,-7.607E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+9.84E+00,+5.22E+00,-15.44E+00,-7.600E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.04E+00,+5.01E+00,-15.43E+00,-7.592E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.24E+00,+4.79E+00,-15.41E+00,-7.577E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.44E+00,+4.58E+00,-15.38E+00,-7.569E+00
2,09/2/2026,15:03:51.365,-0.14E+00,-0.05E+00,+0.05E+00,-0.05E+00,+10.64E+00,+4.36E+00,-15.37E+00,-7.554E+00
2,09/2/2026,15:03:51.365,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.82E+00,+4.14E+00,-15.34E+00,-7.531E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+10.99E+00,+3.92E+00,-15.29E+00,-7.508E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.17E+00,+3.69E+00,-15.23E+00,-7.477E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.34E+00,+3.46E+00,-15.17E+00,-7.447E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+11.51E+00,+3.22E+00,-15.09E+00,-7.401E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.66E+00,+2.96E+00,-15.00E+00,-7.355E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.80E+00,+2.72E+00,-14.89E+00,-7.302E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+11.95E+00,+2.46E+00,-14.77E+00,-7.249E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.09E+00,+2.20E+00,-14.67E+00,-7.188E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.22E+00,+1.95E+00,-14.54E+00,-7.127E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+12.35E+00,+1.71E+00,-14.42E+00,-7.065E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+12.48E+00,+1.45E+00,-14.31E+00,-7.004E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+12.60E+00,+1.21E+00,-14.19E+00,-6.943E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.73E+00,+0.96E+00,-14.07E+00,-6.882E+00
2,09/2/2026,15:03:51.365,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.85E+00,+0.72E+00,-13.95E+00,-6.821E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+12.97E+00,+0.47E+00,-13.83E+00,-6.760E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.09E+00,+0.23E+00,-13.70E+00,-6.692E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.09E+00,+0.05E+00,+0.00E+00,+13.20E+00,-0.02E+00,-13.57E+00,-6.631E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+13.32E+00,-0.27E+00,-13.43E+00,-6.554E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.41E+00,-0.53E+00,-13.28E+00,-6.478E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.52E+00,-0.78E+00,-13.12E+00,-6.402E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.61E+00,-1.04E+00,-12.96E+00,-6.318E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+13.70E+00,-1.30E+00,-12.79E+00,-6.234E+00
2,09/2/2026,15:03:51.366,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.80E+00,-1.56E+00,-12.62E+00,-6.150E+00
2,09/2/2026,15:03:51.366,-0.14E+00,-0.05E+00,+0.05E+00,-0.05E+00,+13.89E+00,-1.83E+00,-12.45E+00,-6.066E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+13.98E+00,-2.09E+00,-12.27E+00,-5.974E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.07E+00,-2.33E+00,-12.10E+00,-5.883E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.15E+00,-2.59E+00,-11.93E+00,-5.799E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.09E+00,+0.05E+00,+0.00E+00,+14.22E+00,-2.85E+00,-11.77E+00,-5.715E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.31E+00,-3.10E+00,-11.58E+00,-5.623E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.39E+00,-3.34E+00,-11.41E+00,-5.539E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.45E+00,-3.59E+00,-11.23E+00,-5.448E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.51E+00,-3.83E+00,-11.06E+00,-5.364E+00
2,09/2/2026,15:03:51.366,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.57E+00,-4.07E+00,-10.88E+00,-5.272E+00
2,09/2/2026,15:03:51.366,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.63E+00,-4.32E+00,-10.70E+00,-5.181E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.70E+00,-4.55E+00,-10.51E+00,-5.089E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+14.74E+00,-4.79E+00,-10.35E+00,-4.990E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.79E+00,-5.02E+00,-10.16E+00,-4.899E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.83E+00,-5.25E+00,-9.98E+00,-4.815E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.88E+00,-5.46E+00,-9.80E+00,-4.723E+00
2,09/2/2026,15:03:51.367,-0.14E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.91E+00,-5.69E+00,-9.60E+00,-4.624E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,+14.94E+00,-5.91E+00,-9.42E+00,-4.525E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+14.97E+00,-6.13E+00,-9.22E+00,-4.433E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+15.00E+00,-6.35E+00,-9.03E+00,-4.334E+00
2,09/2/2026,15:03:51.367,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,+15.03E+00,-6.58E+00,-8.84E+00,-4.235E+00
