EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-8.65E+00,-8.59E+00,+16.86E+00,+8.454E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-8.88E+00,-8.36E+00,+16.88E+00,+8.454E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-9.13E+00,-8.13E+00,+16.88E+00,+8.454E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,-9.35E+00,-7.90E+00,+16.89E+00,+8.462E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-9.60E+00,-7.68E+00,+16.91E+00,+8.469E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-9.83E+00,-7.45E+00,+16.91E+00,+8.469E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-10.07E+00,-7.20E+00,+16.91E+00,+8.469E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-10.32E+00,-6.97E+00,+16.92E+00,+8.469E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-10.54E+00,-6.73E+00,+16.92E+00,+8.462E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-10.77E+00,-6.50E+00,+16.91E+00,+8.462E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-11.02E+00,-6.26E+00,+16.91E+00,+8.454E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-11.25E+00,-6.01E+00,+16.91E+00,+8.447E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.00E+00,-0.05E+00,-11.49E+00,-5.77E+00,+16.89E+00,+8.447E+00
2,05/2/2026,18:41:41.976,-0.05E+00,-0.05E+00,+0.00E+00,+0.00E+00,-11.72E+00,-5.54E+00,+16.88E+00,+8.439E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.09E+00,+0.00E+00,-0.05E+00,-11.93E+00,-5.30E+00,+16.86E+00,+8.424E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-12.15E+00,-5.05E+00,+16.83E+00,+8.416E+00
2,05/2/2026,18:41:41.976,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-12.36E+00,-4.82E+00,+16.82E+00,+8.401E+00
