EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,12/2/2026,18:29:30.170,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-1.34E+00,-4.94E+00,+5.89E+00,+1.763E+00
2,12/2/2026,18:29:30.170,-0.09E+00,+0.00E+00,+0.05E+00,-0.05E+00,-1.43E+00,-4.87E+00,+5.92E+00,+1.679E+00
2,12/2/2026,18:29:30.170,-0.05E+00,+0.00E+00,+0.05E+00,+0.00E+00,-1.54E+00,-4.79E+00,+5.94E+00,+1.595E+00
2,12/2/2026,18:29:30.170,-0.05E+00,+0.00E+00,+0.05E+00,+0.00E+00,-1.63E+00,-4.72E+00,+5.97E+00,+1.511E+00
2,12/2/2026,18:29:30.170,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-1.74E+00,-4.65E+00,+5.98E+00,+1.419E+00
2,12/2/2026,18:29:30.170,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-1.83E+00,-4.58E+00,+6.01E+00,+1.335E+00
2,12/2/2026,18:29:30.170,-0.05E+00,-0.05E+00,+0.00E+00,+0.00E+00,-1.92E+00,-4.50E+00,+6.03E+00,+1.251E+00
2,12/2/2026,18:29:30.170,-0.05E+00,+0.00E+00,+0.05E+00,+0.00E+00,-2.03E+00,-4.43E+00,+6.04E+00,+1.160E+00
2,12/2/2026,18:29:30.170,-0.05E+00,-0.05E+00,+0.00E+00,+0.00E+00,-2.12E+00,-4.33E+00,+6.06E+00,+1.076E+00
2,12/2/2026,18:29:30.170,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-2.21E+00,-4.26E+00,+6.07E+00,+0.992E+00
2,12/2/2026,18:29:30.170,-0.09E+00,+0.00E+00,+0.05E+00,+0.00E+00,-2.30E+00,-4.18E+00,+6.09E+00,+0.900E+00
2,12/2/2026,18:29:30.170,-0.05E+00,+0.00E+00,+0.00E+00,+0.00E+00,-2.41E+00,-4.10E+00,+6.10E+00,+0.816E+00
2,12/2/2026,18:29:30.170,-0.05E+00,-0.05E+00,+0.00E+00,+0.00E+00,-2.50E+00,-4.01E+00,+6.12E+00,+0.725E+00
2,12/2/2026,18:29:30.170,-0.09E+00,+0.00E+00,+0.05E+00,-0.05E+00,-2.59E+00,-3.94E+00,+6.13E+00,+0.641E+00
2,12/2/2026,18:29:30.170,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-2.69E+00,-3.86E+00,+6.15E+00,+0.549E+00
2,12/2/2026,18:29:30.170,-0.05E+00,-0.05E+00,+0.00E+00,+0.00E+00,-2.78E+00,-3.78E+00,+6.15E+00,+0.465E+00
2,12/2/2026,18:29:30.170,-0.05E+00,-0.05E+00,+0.00E+00,+0.00E+00,-2.87E+00,-3.69E+00,+6.17E+00,+0.374E+00
2,12/2/2026,18:29:30.170,-0.05E+00,-0.05E+00,+0.05E+00,+0.00E+00,-2.96E+00,-3.60E+00,+6.18E+00,+0.290E+00
2,12/2/2026,18:29:30.170,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-3.05E+00,-3.53E+00,+6.18E+00,+0.206E+00
2,12/2/2026,18:29:30.170,-0.05E+00,-0.05E+00,+0.05E+00,+0.00E+00,-3.14E+00,-3.43E+00,+6.20E+00,+0.114E+00
2,12/2/2026,18:29:30.171,-0.05E+00,+0.00E+00,+0.05E+00,+0.00E+00,-3.24E+00,-3.36E+00,+6.20E+00,+0.031E+00
2,12/2/2026,18:29:30.171,-0.05E+00,-0.05E+00,+0.05E+00,-0.05E+00,-3.33E+00,-3.28E+00,+6.20E+00,-0.053E+00
2,12/2/2026,18:29:30.171,-0.09E+00,-0.05E+00,+0.05E+00,-0.05E+00,-3.42E+00,-3.19E+00,+6.20E+00,-0.145E+00
2,12/2/2026,18:29:30.171,-0.09E+00,+0.00E+00,+0.05E+00,+0.00E+00,-3.49E+00,-3.10E+00,+6.21E+00,-0.221E+00
2,12/2/2026,18:29:30.171,-0.05E+00,+0.00E+00,+0.05E+00,+0.00E+00,-3.59E+00,-3.02E+00,+6.21E+00,-0.305E+00
2,12/2/2026,18:29:30.171,-0.05E+00,+0.00E+00,+0.05E+00,+0.00E+00,-3.66E+00,-2.95E+00,+6.21E+00,-0.397E+00
2,12/2/2026,18:29:30.171,-0.05E+00,+0.00E+00,+0.05E+00,+0.00E+00,-3.75E+00,-2.85E+00,+6.21E+00,-0.481E+00
2,12/2/2026,18:29:30.171,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-3.85E+00,-2.76E+00,+6.21E+00,-0.572E+00
2,12/2/2026,18:29:30.171,-0.05E+00,-0.05E+00,+0.00E+00,-0.05E+00,-3.94E+00,-2.69E+00,+6.21E+00,-0.656E+00
2,12/2/2026,18:29:30.171,-0.05E+00,-0.05E+00,+0.05E+00,-0.05E+00,-4.03E+00,-2.59E+00,+6.21E+00,-0.740E+00
2,12/2/2026,18:29:30.171,-0.09E+00,+0.00E+00,+0.05E+00,+0.00E+00,-4.10E+00,-2.49E+00,+6.21E+00,-0.832E+00
2,12/2/2026,18:29:30.171,-0.09E+00,-0.05E+00,+0.00E+00,+0.00E+00,-4.20E+00,-2.40E+00,+6.21E+00,-0.923E+00
2,12/2/2026,18:29:30.171,-0.05E+00,-0.05E+00,+0.05E+00,-0.05E+00,-4.29E+00,-2.32E+00,+6.21E+00,-1.007E+00
2,12/2/2026,18:29:30.171,-0.05E+00,+0.00E+00,+0.05E+00,+0.00E+00,-4.36E+00,-2.23E+00,+6.20E+00,-1.099E+00
2,12/2/2026,18:29:30.171,-0.09E+00,-0.05E+00,+0.05E+00,+0.00E+00,-4.46E+00,-2.14E+00,+6.20E+00,-1.183E+00
