EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,16/2/2026,18:37:44.571,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,-6.47E+00,+4.96E+00,+1.04E+00,-3.128E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-6.44E+00,+5.02E+00,+0.93E+00,-3.113E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-6.39E+00,+5.10E+00,+0.82E+00,-3.098E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-6.36E+00,+5.16E+00,+0.73E+00,-3.075E+00
2,16/2/2026,18:37:44.571,-0.047E+00,+0.000E+00,-0.047E+00,-0.188E+00,-6.32E+00,+5.22E+00,+0.64E+00,-3.052E+00
2,16/2/2026,18:37:44.571,-0.047E+00,+0.000E+00,-0.047E+00,-0.141E+00,-6.27E+00,+5.28E+00,+0.53E+00,-3.029E+00
2,16/2/2026,18:37:44.571,-0.047E+00,+0.000E+00,+0.000E+00,-0.141E+00,-6.23E+00,+5.34E+00,+0.44E+00,-3.006E+00
2,16/2/2026,18:37:44.571,+0.000E+00,+0.000E+00,-0.047E+00,-0.188E+00,-6.18E+00,+5.40E+00,+0.34E+00,-2.983E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-6.12E+00,+5.46E+00,+0.24E+00,-2.960E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-6.06E+00,+5.51E+00,+0.15E+00,-2.930E+00
2,16/2/2026,18:37:44.571,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,-6.00E+00,+5.57E+00,+0.05E+00,-2.899E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-5.94E+00,+5.62E+00,-0.06E+00,-2.869E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-5.88E+00,+5.68E+00,-0.15E+00,-2.831E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-5.80E+00,+5.74E+00,-0.24E+00,-2.800E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-5.74E+00,+5.78E+00,-0.34E+00,-2.770E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-5.66E+00,+5.83E+00,-0.44E+00,-2.739E+00
2,16/2/2026,18:37:44.571,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,-5.59E+00,+5.88E+00,-0.53E+00,-2.701E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-5.51E+00,+5.92E+00,-0.64E+00,-2.671E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-5.43E+00,+5.95E+00,-0.73E+00,-2.632E+00
2,16/2/2026,18:37:44.571,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-5.36E+00,+6.00E+00,-0.84E+00,-2.594E+00
2,16/2/2026,18:37:44.572,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-5.30E+00,+6.04E+00,-0.95E+00,-2.556E+00
2,16/2/2026,18:37:44.572,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-5.22E+00,+6.07E+00,-1.04E+00,-2.518E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,-0.047E+00,-0.141E+00,-5.13E+00,+6.10E+00,-1.14E+00,-2.487E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,-0.047E+00,-0.141E+00,-5.05E+00,+6.15E+00,-1.25E+00,-2.449E+00
2,16/2/2026,18:37:44.572,-0.047E+00,+0.000E+00,-0.047E+00,-0.188E+00,-4.97E+00,+6.18E+00,-1.34E+00,-2.411E+00
2,16/2/2026,18:37:44.572,-0.047E+00,+0.000E+00,-0.047E+00,-0.188E+00,-4.90E+00,+6.21E+00,-1.43E+00,-2.381E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,-4.82E+00,+6.24E+00,-1.54E+00,-2.335E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,-4.75E+00,+6.26E+00,-1.63E+00,-2.304E+00
2,16/2/2026,18:37:44.572,-0.047E+00,+0.000E+00,+0.000E+00,-0.188E+00,-4.67E+00,+6.29E+00,-1.74E+00,-2.266E+00
2,16/2/2026,18:37:44.572,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-4.59E+00,+6.32E+00,-1.83E+00,-2.228E+00
2,16/2/2026,18:37:44.572,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-4.52E+00,+6.35E+00,-1.92E+00,-2.190E+00
2,16/2/2026,18:37:44.572,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-4.44E+00,+6.36E+00,-2.01E+00,-2.152E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,+0.000E+00,-0.141E+00,-4.35E+00,+6.39E+00,-2.11E+00,-2.114E+00
2,16/2/2026,18:37:44.572,+0.000E+00,+0.000E+00,-0.047E+00,-0.141E+00,-4.27E+00,+6.41E+00,-2.21E+00,-2.075E+00
2,16/2/2026,18:37:44.572,-0.047E+00,+0.000E+00,-0.047E+00,-0.188E+00,-4.20E+00,+6.44E+00,-2.30E+00,-2.037E+00
2,16/2/2026,18:37:44.572,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-4.12E+00,+6.46E+00,-2.40E+00,-1.999E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,-4.04E+00,+6.47E+00,-2.47E+00,-1.961E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,-3.95E+00,+6.49E+00,-2.56E+00,-1.923E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,-3.88E+00,+6.52E+00,-2.66E+00,-1.885E+00
2,16/2/2026,18:37:44.572,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,-3.78E+00,+6.53E+00,-2.75E+00,-1.846E+00
2,16/2/2026,18:37:44.573,-0.047E+00,+0.000E+00,-0.047E+00,-0.188E+00,-3.71E+00,+6.55E+00,-2.84E+00,-1.801E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-3.62E+00,+6.56E+00,-2.93E+00,-1.763E+00
2,16/2/2026,18:37:44.573,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,-3.54E+00,+6.58E+00,-3.02E+00,-1.724E+00
2,16/2/2026,18:37:44.573,+0.000E+00,-0.047E+00,-0.047E+00,-0.141E+00,-3.45E+00,+6.59E+00,-3.10E+00,-1.686E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,-0.047E+00,-0.141E+00,-3.37E+00,+6.61E+00,-3.17E+00,-1.640E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-3.28E+00,+6.61E+00,-3.27E+00,-1.602E+00
2,16/2/2026,18:37:44.573,-0.047E+00,+0.000E+00,-0.047E+00,-0.188E+00,-3.19E+00,+6.62E+00,-3.34E+00,-1.557E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-3.10E+00,+6.64E+00,-3.43E+00,-1.511E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-3.02E+00,+6.64E+00,-3.51E+00,-1.473E+00
2,16/2/2026,18:37:44.573,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,-2.91E+00,+6.65E+00,-3.60E+00,-1.427E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,+0.000E+00,-0.141E+00,-2.84E+00,+6.65E+00,-3.68E+00,-1.389E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-2.75E+00,+6.67E+00,-3.75E+00,-1.343E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-2.66E+00,+6.67E+00,-3.83E+00,-1.297E+00
2,16/2/2026,18:37:44.573,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,-2.55E+00,+6.68E+00,-3.91E+00,-1.251E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,-2.46E+00,+6.68E+00,-4.00E+00,-1.206E+00
2,16/2/2026,18:37:44.573,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,-2.35E+00,+6.68E+00,-4.07E+00,-1.160E+00
