EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,03/2/2026,18:30:45.368,+0.000E+00,-0.047E+00,-0.047E+00,-0.141E+00,+1.88E+00,+5.16E+00,-7.03E+00,+0.939E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.00E+00,+5.07E+00,-7.07E+00,+0.992E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+2.09E+00,+4.97E+00,-7.10E+00,+1.045E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.141E+00,+2.20E+00,+4.88E+00,-7.11E+00,+1.106E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.32E+00,+4.79E+00,-7.14E+00,+1.160E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.43E+00,+4.70E+00,-7.16E+00,+1.206E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.53E+00,+4.61E+00,-7.19E+00,+1.259E+00
2,03/2/2026,18:30:45.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.62E+00,+4.52E+00,-7.20E+00,+1.320E+00
2,03/2/2026,18:30:45.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.73E+00,+4.43E+00,-7.22E+00,+1.373E+00
2,03/2/2026,18:30:45.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.84E+00,+4.32E+00,-7.25E+00,+1.427E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.95E+00,+4.24E+00,-7.26E+00,+1.473E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+3.05E+00,+4.15E+00,-7.28E+00,+1.526E+00
2,03/2/2026,18:30:45.368,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,+3.14E+00,+4.04E+00,-7.29E+00,+1.579E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+3.24E+00,+3.95E+00,-7.31E+00,+1.633E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+3.34E+00,+3.86E+00,-7.32E+00,+1.679E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+3.43E+00,+3.75E+00,-7.34E+00,+1.732E+00
2,03/2/2026,18:30:45.368,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,+3.54E+00,+3.66E+00,-7.36E+00,+1.778E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+3.63E+00,+3.57E+00,-7.36E+00,+1.831E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+3.72E+00,+3.46E+00,-7.37E+00,+1.877E+00
2,03/2/2026,18:30:45.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+3.83E+00,+3.36E+00,-7.39E+00,+1.930E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+3.92E+00,+3.25E+00,-7.40E+00,+1.976E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.01E+00,+3.16E+00,-7.40E+00,+2.030E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.10E+00,+3.05E+00,-7.42E+00,+2.075E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+4.21E+00,+2.95E+00,-7.42E+00,+2.129E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.30E+00,+2.84E+00,-7.43E+00,+2.175E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.39E+00,+2.73E+00,-7.43E+00,+2.228E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.50E+00,+2.62E+00,-7.45E+00,+2.274E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.59E+00,+2.52E+00,-7.45E+00,+2.327E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+4.68E+00,+2.41E+00,-7.46E+00,+2.373E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.78E+00,+2.30E+00,-7.46E+00,+2.419E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.87E+00,+2.18E+00,-7.46E+00,+2.465E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.96E+00,+2.08E+00,-7.46E+00,+2.518E+00
2,03/2/2026,18:30:45.369,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+5.05E+00,+1.97E+00,-7.48E+00,+2.564E+00
