EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,03/2/2026,18:23:45.568,-0.047E+00,+0.000E+00,+0.000E+00,-0.188E+00,+2.26E+00,-0.79E+00,-1.97E+00,+1.190E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.27E+00,-0.82E+00,-1.94E+00,+1.190E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+2.29E+00,-0.87E+00,-1.91E+00,+1.198E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.30E+00,-0.90E+00,-1.88E+00,+1.206E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.30E+00,-0.95E+00,-1.85E+00,+1.206E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,-0.047E+00,-0.141E+00,+2.32E+00,-0.98E+00,-1.83E+00,+1.206E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,-0.047E+00,-0.141E+00,+2.32E+00,-1.01E+00,-1.79E+00,+1.213E+00
2,03/2/2026,18:23:45.568,-0.047E+00,+0.000E+00,+0.000E+00,-0.188E+00,+2.33E+00,-1.05E+00,-1.75E+00,+1.213E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+2.33E+00,-1.08E+00,-1.72E+00,+1.221E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+2.35E+00,-1.11E+00,-1.69E+00,+1.221E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+2.37E+00,-1.14E+00,-1.66E+00,+1.221E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+2.37E+00,-1.19E+00,-1.63E+00,+1.228E+00
2,03/2/2026,18:23:45.568,-0.047E+00,-0.047E+00,+0.000E+00,-0.141E+00,+2.38E+00,-1.22E+00,-1.60E+00,+1.228E+00
2,03/2/2026,18:23:45.568,-0.047E+00,+0.000E+00,+0.000E+00,-0.188E+00,+2.38E+00,-1.25E+00,-1.57E+00,+1.228E+00
