EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,03/2/2026,18:03:49.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.39E+00,+2.37E+00,-7.03E+00,+2.228E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.49E+00,+2.27E+00,-7.03E+00,+2.274E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+4.58E+00,+2.17E+00,-7.03E+00,+2.320E+00
2,03/2/2026,18:03:49.368,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,+4.67E+00,+2.06E+00,-7.05E+00,+2.365E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.141E+00,+4.75E+00,+1.95E+00,-7.05E+00,+2.403E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.84E+00,+1.85E+00,-7.05E+00,+2.449E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.91E+00,+1.74E+00,-7.03E+00,+2.487E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.141E+00,+4.99E+00,+1.63E+00,-7.03E+00,+2.533E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.07E+00,+1.53E+00,-7.03E+00,+2.571E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+5.14E+00,+1.40E+00,-7.02E+00,+2.609E+00
2,03/2/2026,18:03:49.368,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,+5.20E+00,+1.30E+00,-6.99E+00,+2.648E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+5.28E+00,+1.18E+00,-6.97E+00,+2.686E+00
2,03/2/2026,18:03:49.368,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,+5.36E+00,+1.07E+00,-6.94E+00,+2.716E+00
2,03/2/2026,18:03:49.368,+0.000E+00,-0.047E+00,-0.047E+00,-0.141E+00,+5.42E+00,+0.96E+00,-6.90E+00,+2.754E+00
2,03/2/2026,18:03:49.368,-0.047E+00,+0.000E+00,+0.000E+00,-0.188E+00,+5.46E+00,+0.85E+00,-6.85E+00,+2.785E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.54E+00,+0.75E+00,-6.79E+00,+2.823E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+5.60E+00,+0.64E+00,-6.75E+00,+2.854E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+5.66E+00,+0.53E+00,-6.68E+00,+2.877E+00
2,03/2/2026,18:03:49.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.72E+00,+0.43E+00,-6.62E+00,+2.907E+00
2,03/2/2026,18:03:49.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.141E+00,+5.77E+00,+0.32E+00,-6.56E+00,+2.938E+00
2,03/2/2026,18:03:49.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.83E+00,+0.20E+00,-6.50E+00,+2.960E+00
2,03/2/2026,18:03:49.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.88E+00,+0.09E+00,-6.46E+00,+2.991E+00
2,03/2/2026,18:03:49.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.141E+00,+5.94E+00,-0.02E+00,-6.39E+00,+3.022E+00
2,03/2/2026,18:03:49.369,+0.000E+00,+0.000E+00,+0.000E+00,-0.141E+00,+5.98E+00,-0.12E+00,-6.33E+00,+3.044E+00
2,03/2/2026,18:03:49.369,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+6.03E+00,-0.24E+00,-6.29E+00,+3.067E+00
2,03/2/2026,18:03:49.369,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+6.06E+00,-0.35E+00,-6.23E+00,+3.090E+00
2,03/2/2026,18:03:49.369,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+6.10E+00,-0.46E+00,-6.17E+00,+3.105E+00
2,03/2/2026,18:03:49.369,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+6.15E+00,-0.58E+00,-6.09E+00,+3.121E+00
2,03/2/2026,18:03:49.369,-0.047E+00,-0.047E+00,-0.047E+00,-0.141E+00,+6.17E+00,-0.70E+00,-6.01E+00,+3.144E+00
