EventNo,Date,Time,U1,U2,U3,U4,I1,I2,I3,I4
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+6.00E+00,-6.88E+00,+0.69E+00,+2.960E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.91E+00,-6.91E+00,+0.82E+00,+2.922E+00
2,03/2/2026,18:38:04.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.81E+00,-6.94E+00,+0.93E+00,+2.877E+00
2,03/2/2026,18:38:04.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.74E+00,-6.99E+00,+1.05E+00,+2.838E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.66E+00,-7.02E+00,+1.16E+00,+2.793E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.57E+00,-7.05E+00,+1.28E+00,+2.747E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.48E+00,-7.08E+00,+1.40E+00,+2.709E+00
2,03/2/2026,18:38:04.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.40E+00,-7.11E+00,+1.53E+00,+2.663E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+5.31E+00,-7.14E+00,+1.63E+00,+2.625E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.22E+00,-7.17E+00,+1.75E+00,+2.579E+00
2,03/2/2026,18:38:04.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.14E+00,-7.20E+00,+1.86E+00,+2.541E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+5.05E+00,-7.22E+00,+1.97E+00,+2.495E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.97E+00,-7.25E+00,+2.09E+00,+2.449E+00
2,03/2/2026,18:38:04.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.88E+00,-7.28E+00,+2.20E+00,+2.411E+00
2,03/2/2026,18:38:04.368,+0.000E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.81E+00,-7.29E+00,+2.32E+00,+2.365E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.72E+00,-7.31E+00,+2.43E+00,+2.327E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,+0.000E+00,-0.188E+00,+4.62E+00,-7.34E+00,+2.52E+00,+2.281E+00
2,03/2/2026,18:38:04.368,+0.000E+00,-0.047E+00,-0.047E+00,-0.188E+00,+4.53E+00,-7.36E+00,+2.62E+00,+2.236E+00
2,03/2/2026,18:38:04.368,-0.047E+00,-0.047E+00,-0.047E+00,-0.188E+00,+4.44E+00,-7.37E+00,+2.73E+00,+2.190E+00
